Template Use Case/Title,Applicable SOPs,Text,Last Updated
ASIADESK Ticket Transfers medium info false Use Cases : SSD for APS suppliers,Global Transfer Matrix SOP (DSC2S),"Hello [supplier name], Thank you for your request. I can guide you through the right process for this and get this concern to the right team. _________ requests are not handled through this ticket type but instead, by the Asia Supplier Service Desk. I will be moving this ticket to the Asia Supplier Service Desk&rsquo;s queue to help address your request. Please be on the lookout for their follow-up both on this ticket and via email. Please do not close this ticket until the issue is resolved with their team. For future _________ requests, please reach out to the Asia Supplier Service Desk directly at asiasupplierservicedesk@wayfair.com Note: The Partner Home ticket identifier will change from AOPS- to ASIADESK-. Thank you,",
Carton Data (CARTON) Ticket Transfers medium info false Use Cases : Update SKU(s) Shipping Weights & Dimensions Change SKU(s) Ship Via (SP <-> LTL/WG) Remove White Glove (WG) Shipping From SKU(s) Change SKU(s) Ship Speeds SKU(s) Product Addition Questions - Carton Dimensions/Ship Via,Global Transfer Matrix SOP (DSC2S),"Hi Team, I will be assigning your request to our Carton Data Updates team to resolve this for you. Please be on the lookout for their follow-up via email as well as ticket. NOTE: The ticket identifier will now be CARTON-, and can now be found in Partner Home. (IF NEEDED) Additional Ticket Paths Moving forward, to update this information, please follow the instructions below. Navigate to Partner Home > Help & Support > Submit a Ticket > Products > Update Product Information > Shipping Dimensions You may alternatively enter a Shipping Dimensions Update ticket to request a shipping dimension update. You will be asked for specific item-level information including part number and manufacturer part number. https://partners.wayfair.com/help/2/article/3377 Please be sure to indicate what you need assistance with and include the part number(s)/SKU(s) to help us troubleshoot as fast as possible. Best,",
"CastleGate (CGOB) Ticket Transfers Please note CastleGate returns follow the standard return process. medium info false Use Cases : Fulfillment questions on orders shipping out of CastleGate, other than return questions",Global Transfer Matrix SOP (DSC2S),"Hello [supplier name], Thank you for your request. I can guide you through the right process for this and get this concern to the right team. _________ requests are not handled through this ticket type but instead, by the CastleGate Outbound Team. I will be moving this ticket to the CastleGate Outbound queue to help address your request. Please be on the lookout for their follow-up both on this ticket and via email. Please do not close this ticket until the issue is resolved with their team. For future _______ requests, please enter an Order Inquiry - Wayfair Channels ticket. To enter the Inbound Orders ticket, please click submit a ticket on the left hand side in Partner Home > Submit a Ticket > CastleGate Fulfillment > Wayfair Channel Orders > Single channel fulfillment Note: The Partner Home ticket identifier will change from AOPS- to CGOB- Thank you,",
CastleGate (CGIB) Ticket Transfers,Global Transfer Matrix SOP (DSC2S),"Hi {SU name}/Team, Thank you for reaching out with this (INSERT SPECIFIC ISSUE) query. I will be moving this ticket to the Castlegate Team&rsquo;s queue to help address your request. They will follow up with you directly on this ticket. Note: The Partner Home ticket identifier will change from POS- to CGIB-. If you have a similar issue in the future, please enter a Castlegate Fulfillment ticket. This will notify our Castlegate team directly. Please see this article: https://partners.wayfair.com/help/2/article/997 . Please leave this ticket open until your issue is resolved. Kind Regards,",
Supplier Claims FKA Credit Recovery medium info false Use Cases : Disputes on open credits only,Global Transfer Matrix SOP (DSC2S),"Hello [supplier name], Thank you for your request. I can guide you through the right process for this and get this concern to the right team. We're transferring this ticket from Click to Ship to Supplier Claims. In the future please enter a ticket from Partner Home by Selecting the Finance tab, then deductions and the PO(s) in question. This will allow for faster service and avoid credits being auto deducted. Please refer to the following help center article that will walk you through the credit processes. https://partners.wayfair.com/help/2/article/2174 Note: The Partner Home ticket identifier will change from AOPS- to CR-. Thank you,",
Redirect to Deduction/Remittance Tool,Global Transfer Matrix SOP (DSC2S),"Hello [Supplier Team], Thanks for reaching out. Because your concern is regarding disputing a deduction, please follow the formal dispute process in PartnerHome to ensure your dispute reaches the correct team. How to submit a dispute if you&rsquo;ve already seen the deduction on remittance: Partner Home > Finance>Account Receivables>Accounts Receivable Summary From here, you can either search by remittance number or PO number How to submit a dispute if you&rsquo;re concerned about an upcoming payment: In Partner Home, open Finance>Account Receivables>Deductions Search by PO or review your open deductions. Click on a PO to view additional details about the deduction, including the description If you disagree with a deduction, click &lsquo;Dispute&rsquo; in the bottom right corner to send an inquiry to the Supplier Claims team If you are unable to submit a dispute using this method, the deduction likely has not populated into the deductions tool yet. In these cases, you will need to wait for it to populate before you&rsquo;re able to dispute. For the full guide, please see the following help center resource: https://partners.wayfair.com/help/2/article/2174 If you haven&rsquo;t received a remittance for this PO yet, please leverage the deductions tool to dispute before the deduction is taken. As deduction disputes must be submitted through Partner Home, we&rsquo;ll be closing this ticket. Please resubmit via the Deductions page. Thank you for your partnership.",
green location NA Specific CSO Ticket Transfers medium info false Use Cases : Customer clarification on full POs,Global Transfer Matrix SOP (DSC2S),"Hello [Supplier Name], Thank you for your request, I'm happy to guide you to the right team for this. _________ requests are not handled through this ticket type but instead, by the Customer Service Outreach Team. I will be moving this ticket to the Customer Service Outreach queue to help address your request. Please be on the lookout for their follow-up both on this ticket and via email within a few hours. Please do not close this ticket until the issue is resolved with their team. For future _________ requests, please submit a &lsquo;Customer Information or order clarification needed&rsquo; ticket, so our outreach team can contact our mutual customer. You can do this by selecting ""submit a ticket"" on the left hand side of Partner Home > Dropship Order Fulfillment > Problem Fulfilling an Order > Customer Information Needed Note: The Partner Home ticket identifier will change from AOPS- to CMT-.",
Finance Ops (FINSAP) Ticket Transfers medium info false Use Cases : General payment questions Return credits Credits that have been completed,Global Transfer Matrix SOP (DSC2S),"Hello [supplier name], Thank you for your request. I can guide you through the right process for this and get this concern to the right team. _________ requests are not handled through this ticket type but instead, by the Finance Operations team. I will be moving this ticket to the Finance Operations Team&rsquo;s queue to help address your request. Please be on the lookout for their follow-up both on this ticket within 72 hours. Please do not close this ticket until the issue is resolved with their team. For future _______ requests, please enter a General Payment Inquiry ticket or enter a dispute. To enter the General Payment Inquiry ticket, please click submit a ticket on the left hand side in Partner Home > Accounting > General Payment Inquiry. To file a dispute, please use the Finance tab > Payment Summary > Search by the Voucher or PO number the deductions were taken from. > Click View > Click Further Questions to submit a ticket. Note: The Partner Home ticket identifier will change from AOPS- to FINSAP-. Thank you,",
Findability (FIND) Ticket Transfers medium info false Use Cases : Item is unpurchasable on our site,Global Transfer Matrix SOP (DSC2S),"Hi Team, Thank you for reaching out about the status of your products. I will be assigning your request to our Findability team to resolve this for you. Please be on the lookout for their follow-up via email as well as ticket. NOTE: This email will now also be visible as a ticket within Partner Home, and will begin with the identifier &lsquo;FIND&rsquo;. Thank you,",
green location NA Specific First Mile Ops (FMOP) Ticket Transfers medium info false Use Cases : Pick up questions only,Global Transfer Matrix SOP (DSC2S),"Hello [supplier name], Thank you for your request. In reviewing your concern I have determined that _________ requests are not handled through this ticket type but instead, by the First Mile Freight team. I will be moving this ticket to the First Mile team&rsquo;s queue. Please be on the lookout for their follow-up both on this ticket and via email within a few hours. Please do not close this ticket until the issue is resolved with their team. For future _______ requests, please enter a ticket to freight following the below process. Submit a Ticket > Dropship Order Fulfillment > Carrier Pickup Assistance / Carrier Inquiries > Carrier Did Not Collect All Purchase Orders / Carrier Missed Pickup Time. Note: The Partner Home ticket identifier will change from AOPS- to FMOP-. Thank you,",
